,Package Handler,Driver Helper,Package Delivery Driver,Warehouse Associate,Automotive Mechanic,Facilities Mechanic,Feeder Driver,UPS Freight Over-the-Road (OTR) Driver,Part-Time Operations Supervisor,Business Analyst,Sales Representative,,,
Air Force,Y,Y,Y,Y,,,,,,Y,Y,63AX,Acquisition Manager,"Managed defense acquisition programs covering every aspect of the acquisition/procurement process, including integrating engineering, program control, test and deployment, configuration management, production and manufacturing, quality assurance, and logistics support. Managed cost, schedules, performance and supportability of programs or support activities."
Air Force,Y,Y,Y,Y,,,,,,Y,Y,64PX,Contracting,Coordinated contracting activities. Analyzed purchase requests and technical documents for suitability and determined the proper contracting method and contract type. Prepared and distributed solicitations and evaluated offers.
Air Force,Y,Y,Y,,,,,,,Y,Y,65AX,Audit,"Conducted audit activities. Determined compliance with policies, directives, procedures and standards of performance. Evaluated management systems and internal controls to determine their adequacy and effectiveness."
Air Force,Y,Y,Y,,,,,,,Y,Y,65FX,Financial Management,"Planned and developed techniques and established internal controls to manage financial services and analysis operations. Determined organizational structure, training needs and security requirements for safeguarding assets. "
Air Force,Y,Y,Y,,,,,,,Y,Y,65WX,Cost Analysis,Organized and supervised cost activities and programs. Established procedures and techniques for analyzing and evaluating performance against standards and developing and validating data sources.
Air Force,Y,Y,Y,,,,,,,,Y,71SX,Special Investigator,"Formulated special investigations policy governing programs in counterintelligence, criminal, fraud and technical services areas. Established investigative work loads based on complexity of cases and capability of units. "
Air Force,Y,Y,Y,,,,,,Y,,Y,80C0,"Commander, Cadet Squadron, USAFA","Coordinated training and instructional programs at the U.S. Air Force Academy. Monitored unit performance in all athletic programs, including intramural and recreational sports and physical fitness programs."
Air Force,Y,Y,Y,,,,,,Y,,Y,81C0,"Training Commander, OTS","Led flight pilot training. Motivated students to become professional career pilots. Developed training policies involving discipline, military training, administration and academic progress. "
Air Force,Y,Y,Y,,,,,,,,Y,81T0,Instructor,"Developed course syllabi, training project outlines, and daily and weekly lesson plans. Prepared assignments, laboratory exercises, demonstrations and training aids to supplement course outline. "
Air Force,Y,Y,Y,,,,,,,,Y,82A0,Academic Program Manager,"Directed instruction organization and preparation. Established education and training objectives. Managed development of course syllabi, educational project outlines and lesson plans."
Air Force,Y,Y,Y,,,,,,,,Y,83R0,Recruiting Service,"Searched and recruited appropriate candidates, and inspired, engaged and recruited the brightest, most competitive and diverse men and women for service in America's Air Force. Acquired a steady flow of new candidates and provided them with difficult, highly technical training that equipped them with the skills to sustain the combat capability of the USAF. Recruited approximately 1,000 officers and 27,000 enlisted members each year."
Air Force,Y,Y,Y,,,,,,,,Y,84H0,Historian,"Planned, directed and conducted historical research projects. Developed procedures to prepare studies. Assured completeness and accuracy in research as well as clarity and relevance in writing. "
Air Force,Y,Y,Y,,,,,,,,Y,85G0,USAF Honor Guard,Conducted full honor arrival ceremonies conducted at the White House for the President and foreign heads of state. Determined funds needed to support unit activities and prepared budget justification.
Air Force,Y,Y,Y,,,,,,Y,,Y,86M0,Operations Management,"Created procedures for improving operations. Developed, conducted and evaluated training plans and training programs. Developed operational concepts; translated support missions into force requirements. Established procedures and monitored plans and programs to implement joint and combined operations. Reported results to senior leadership."
Air Force,Y,Y,Y,,,,,,Y,,Y,86P0,Command and Control,Operated and monitored voice and electronic communication systems. Maintained and ensured communications systems integrity and readiness status. Monitored installation upgrades and communication facility modifications.
Air Force,Y,Y,Y,,,,,,Y,,Y,87G0,Installation Inspector General,"Planned, directed, conducted and monitored IG activities. Operated and managed the Office of the Inspector General. Responsible for overall operation, administration and management of IG programs. Developed, established and controlled methods and procedures to implement IG policies and programs. Reviewed and evaluated IG programs and activities.    "
Air Force,Y,Y,Y,,,,,,Y,,Y,88A0,Aide-de-Camp,"Performed primary duty as an aide-de-camp for the Secretary of the Air Force, Chief of Staff of the Air Force, Vice Chief of Staff of the Air Force or commanders with rank of O-8 through O-10. Expert and current knowledge of military customs and courtesies, protocols, USAF organization, missions, history, and policies were mandatory. Outstanding military bearing and appearance. Demonstrated ability to organize and complete complex tasks and projects attested to in performance reports or commander's recommendation, or both. Ability and willingness for extensive travel, foreign and domestic."
Air Force,Y,Y,Y,,,,,,,,Y,88PO,Protocol,"Directly supported the commander by handling all aspects of visits, conferences, tours and social functions. Arranged travel for VIPs. Prepared their itineraries. "
Air Force,Y,Y,Y,,,,,,,,Y,8A100,Career Assistance Adviser,Conducted interviews to determine factors that could boost morale and productivity. Provided information and guidance on career decisions. Developed publicity programs.
Air Force,Y,Y,Y,,,,,,,,Y,8A200,Enlisted Aide,"Received and maintained records of telephone calls, made appointments, and received guests and visitors. Assisted in planning, preparing, arranging and conducting official social functions and activities. "
Air Force,Y,Y,Y,,,,,,Y,,Y,8B000,Military Training Instructor,"Planned, organized and directed basic and initial training. Planned and organized training requirements. Determined requirements for facilities, space, equipment, visual aids and supplies to support training requirements, and monitored the training program to ensure effective use of support items. Inspected and evaluated training activities, results and facilities."
Air Force,Y,Y,Y,,,,,,Y,,Y,8B100,Military Training Leader,"Planned, organized and directed educational instruction. Established and conducted student entry briefings. Motivated personnel to develop proper attitudes, effective human relations and social skills for improving relations. "
Air Force,Y,Y,Y,,,,,,Y,,Y,8B200,Academy Military Training NCO,"Provided instruction and evaluated training. Advised management on a wide range of topics including the health, discipline, mentoring, well-being, training, professional development and recognition of all assigned students. "
Air Force,Y,Y,Y,,,,,,,,Y,8C000,Family Support Center,"Provided leadership and management support for FSC operations. Served as the principal military advisor to the staff and as the liaison to the community. Provided military and civilian families assistance and support during times of local or national emergency or disasters, mobilization, deployment, separation, or evacuation. Intermediary with Red Cross, FEMA and other like organizations. "
Air Force,Y,Y,Y,,,,,,,,Y,8D000,Linguist Debriefer/Interrogator,"Collected and reported intelligence information obtained from human sources in response to requirements. Assessed, debriefed and interrogated sources in English and foreign languages. Translated written material and interpreted conversation from one language to another. Translated from one language to another and captured the intent of idiomatic expressions."
